"temp","ma","pmax","pattern","lag"
157.895890410959,736.841095890411,0,"--",301.802739726027
105.26301369863,736.841095890411,0,"+-",309.128767123288
52.6328767123288,736.841095890411,0,"+-",316.547945205479
0,736.841095890411,0,"--",371.575342465753
1000,684.21095890411,0,"--",463.761643835616
947.367123287671,684.21095890411,0,"--",427.821917808219
894.73698630137,684.21095890411,0,"--",393.580821917808
842.104109589041,684.21095890411,0,"--",361.671232876712
789.47397260274,684.21095890411,0,"--",333.512328767123
736.841095890411,684.21095890411,0,"--",310.479452054795
684.21095890411,684.21095890411,0,"--",293.457534246575
631.578082191781,684.21095890411,0,"--",282.347945205479
578.947945205479,684.21095890411,0,"--",276.095890410959
526.315068493151,684.21095890411,0,"--",273.230136986301
473.684931506849,684.21095890411,0,"--",272.808219178082
421.052054794521,684.21095890411,0,"--",274.246575342466
368.421917808219,684.21095890411,0,"--",277.227397260274
315.78904109589,684.21095890411,0,"--",281.534246575342
263.158904109589,684.21095890411,0,"--",286.997260273973
210.52602739726,684.21095890411,0,"--",293.432876712329
157.895890410959,684.21095890411,0,"--",300.583561643836
105.26301369863,684.21095890411,0,"+-",308.12602739726
52.6328767123288,684.21095890411,0,"+-",315.780821917808
0,684.21095890411,0,"--",371.578082191781
1000,631.578082191781,0,"--",482.046575342466
947.367123287671,631.578082191781,0,"--",444.630136986301
894.73698630137,631.578082191781,0,"--",408.756164383562
842.104109589041,631.578082191781,0,"--",374.947945205479
789.47397260274,631.578082191781,0,"--",344.487671232877
736.841095890411,631.578082191781,0,"--",318.832876712329
684.21095890411,631.578082191781,0,"--",299.142465753425
631.578082191781,631.578082191781,0,"--",285.638356164384
578.947945205479,631.578082191781,0,"--",277.484931506849
526.315068493151,631.578082191781,0,"--",273.449315068493
473.684931506849,631.578082191781,0,"--",272.331506849315
421.052054794521,631.578082191781,0,"--",273.293150684932
368.421917808219,631.578082191781,0,"--",275.947945205479
315.78904109589,631.578082191781,0,"--",280.060273972603
263.158904109589,631.578082191781,0,"--",285.449315068493
210.52602739726,631.578082191781,0,"--",291.923287671233
157.895890410959,631.578082191781,0,"--",299.219178082192
105.26301369863,631.578082191781,0,"+-",306.991780821918
52.6328767123288,631.578082191781,0,"+-",314.909589041096
0,631.578082191781,0,"--",371.578082191781
1000,578.947945205479,0,"--",502.33698630137
947.367123287671,578.947945205479,0,"--",463.416438356164
894.73698630137,578.947945205479,0,"--",425.887671232877
842.104109589041,578.947945205479,0,"--",390.18904109589
789.47397260274,578.947945205479,0,"--",357.416438356164
736.841095890411,578.947945205479,0,"--",329.049315068493
684.21095890411,578.947945205479,0,"--",306.493150684931
631.578082191781,578.947945205479,0,"--",290.386301369863
578.947945205479,578.947945205479,0,"--",280.145205479452
526.315068493151,578.947945205479,0,"--",274.468493150685
473.684931506849,578.947945205479,0,"--",272.147945205479
421.052054794521,578.947945205479,0,"--",272.419178082192
368.421917808219,578.947945205479,0,"--",274.657534246575
315.78904109589,578.947945205479,0,"--",278.501369863014
263.158904109589,578.947945205479,0,"--",283.761643835616
210.52602739726,578.947945205479,0,"--",290.243835616438
157.895890410959,578.947945205479,0,"--",297.671232876712
105.26301369863,578.947945205479,0,"+-",305.687671232877
52.6328767123288,578.947945205479,0,"+-",313.898630136986
0,578.947945205479,0,"--",371.575342465753
1000,526.315068493151,0,"--",524.895890410959
947.367123287671,526.315068493151,0,"--",484.460273972603
894.73698630137,526.315068493151,0,"--",445.257534246575
842.104109589041,526.315068493151,0,"--",407.67397260274
789.47397260274,526.315068493151,0,"--",372.583561643836
736.841095890411,526.315068493151,0,"--",341.443835616438
684.21095890411,526.315068493151,0,"--",315.802739726027
631.578082191781,526.315068493151,0,"--",296.73698630137
578.947945205479,526.315068493151,0,"--",284.090410958904
526.315068493151,526.315068493151,0,"--",276.627397260274
473.684931506849,526.315068493151,0,"--",272.958904109589
421.052054794521,526.315068493151,0,"--",272.071232876712
368.421917808219,526.315068493151,0,"--",273.446575342466
315.78904109589,526.315068493151,0,"--",276.868493150685
263.158904109589,526.315068493151,0,"--",281.931506849315
210.52602739726,526.315068493151,0,"--",288.367123287671
157.895890410959,526.315068493151,0,"--",295.915068493151
105.26301369863,526.315068493151,0,"--",304.178082191781
52.6328767123288,526.315068493151,0,"+-",312.720547945205
0,526.315068493151,0,"--",371.575342465753
1000,473.684931506849,0,"--",550.019178082192
947.367123287671,473.684931506849,0,"--",508.071232876712
894.73698630137,473.684931506849,0,"--",467.194520547945
842.104109589041,473.684931506849,0,"--",427.723287671233
789.47397260274,473.684931506849,0,"--",390.350684931507
736.841095890411,473.684931506849,0,"--",356.41095890411
684.21095890411,473.684931506849,0,"--",327.504109589041
631.578082191781,473.684931506849,0,"--",305.093150684932
578.947945205479,473.684931506849,0,"--",289.567123287671
526.315068493151,473.684931506849,0,"--",279.953424657534
473.684931506849,473.684931506849,0,"--",274.734246575342
421.052054794521,473.684931506849,0,"--",272.682191780822
368.421917808219,473.684931506849,0,"--",273.068493150685
315.78904109589,473.684931506849,0,"--",275.542465753425
263.158904109589,473.684931506849,0,"--",279.972602739726
210.52602739726,473.684931506849,0,"--",286.268493150685
157.895890410959,473.684931506849,0,"--",293.893150684932
105.26301369863,473.684931506849,0,"--",302.413698630137
52.6328767123288,473.684931506849,0,"+-",311.317808219178
0,473.684931506849,0,"--",371.575342465753
1000,421.052054794521,0,"--",578.049315068493
947.367123287671,421.052054794521,0,"--",534.605479452055
894.73698630137,421.052054794521,0,"--",492.082191780822
842.104109589041,421.052054794521,0,"--",450.742465753425
789.47397260274,421.052054794521,0,"--",411.13698630137
736.841095890411,421.052054794521,0,"--",374.427397260274
684.21095890411,421.052054794521,0,"--",342.145205479452
631.578082191781,421.052054794521,0,"--",316.024657534247
578.947945205479,421.052054794521,0,"--",297.068493150685
526.315068493151,421.052054794521,0,"--",284.767123287671
473.684931506849,421.052054794521,0,"--",277.619178082192
421.052054794521,421.052054794521,0,"--",274.161643835616
368.421917808219,421.052054794521,0,"--",273.47397260274
315.78904109589,421.052054794521,0,"--",275.060273972603
263.158904109589,421.052054794521,0,"--",278.690410958904
210.52602739726,421.052054794521,0,"--",284.221917808219
157.895890410959,421.052054794521,0,"--",291.556164383562
105.26301369863,421.052054794521,0,"--",300.317808219178
52.6328767123288,421.052054794521,0,"+-",309.630136986301
0,421.052054794521,0,"--",371.575342465753
1000,368.421917808219,0,"--",609.093150684932
947.367123287671,368.421917808219,0,"--",564.416438356164
894.73698630137,368.421917808219,0,"--",520.361643835616
842.104109589041,368.421917808219,0,"--",477.21095890411
789.47397260274,368.421917808219,0,"--",435.452054794521
736.841095890411,368.421917808219,0,"--",396.054794520548
684.21095890411,368.421917808219,0,"--",360.391780821918
631.578082191781,368.421917808219,0,"--",330.290410958904
578.947945205479,368.421917808219,0,"--",307.317808219178
526.315068493151,368.421917808219,0,"--",291.652054794521
473.684931506849,368.421917808219,0,"--",282.013698630137
421.052054794521,368.421917808219,0,"--",276.758904109589
368.421917808219,368.421917808219,0,"--",274.715068493151
315.78904109589,368.421917808219,0,"--",275.249315068493
263.158904109589,368.421917808219,0,"--",278.046575342466
210.52602739726,368.421917808219,0,"--",282.931506849315
157.895890410959,368.421917808219,0,"--",289.682191780822
105.26301369863,368.421917808219,0,"--",298.005479452055
52.6328767123288,368.421917808219,0,"+-",307.556164383562
0,368.421917808219,0,"--",371.575342465753
1000,315.78904109589,0,"--",628.375342465753
947.367123287671,315.78904109589,0,"--",587.594520547945
894.73698630137,315.78904109589,0,"--",547.254794520548
842.104109589041,315.78904109589,0,"--",506.172602739726
789.47397260274,315.78904109589,0,"--",463.624657534247
736.841095890411,315.78904109589,0,"--",421.934246575342
684.21095890411,315.78904109589,0,"--",383.038356164384
631.578082191781,315.78904109589,0,"--",348.835616438356
578.947945205479,315.78904109589,0,"--",321.328767123288
526.315068493151,315.78904109589,0,"--",301.509589041096
473.684931506849,315.78904109589,0,"--",288.627397260274
421.052054794521,315.78904109589,0,"--",280.991780821918
368.421917808219,315.78904109589,0,"--",277.147945205479
315.78904109589,315.78904109589,0,"--",276.27397260274
263.158904109589,315.78904109589,0,"--",277.986301369863
210.52602739726,315.78904109589,0,"--",282.082191780822
157.895890410959,315.78904109589,0,"--",288.350684931507
105.26301369863,315.78904109589,0,"--",296.405479452055
52.6328767123288,315.78904109589,0,"+-",305.624657534247
0,315.78904109589,0,"--",371.578082191781
1000,263.158904109589,0,"--",639.13698630137
947.367123287671,263.158904109589,0,"--",598.167123287671
894.73698630137,263.158904109589,0,"--",557.756164383562
842.104109589041,263.158904109589,0,"--",518.002739726027
789.47397260274,263.158904109589,0,"--",479.095890410959
736.841095890411,263.158904109589,0,"--",441.567123287671
684.21095890411,263.158904109589,0,"--",406.090410958904
631.578082191781,263.158904109589,0,"--",371.967123287671
578.947945205479,263.158904109589,0,"--",340.375342465753
526.315068493151,263.158904109589,0,"--",315.684931506849
473.684931506849,263.158904109589,0,"--",298.6
421.052054794521,263.158904109589,0,"--",287.764383561644
368.421917808219,263.158904109589,0,"--",281.476712328767
315.78904109589,263.158904109589,0,"--",278.652054794521
263.158904109589,263.158904109589,0,"--",278.797260273973
210.52602739726,263.158904109589,0,"--",281.728767123288
157.895890410959,263.158904109589,0,"--",287.282191780822
105.26301369863,263.158904109589,0,"--",295.095890410959
52.6328767123288,263.158904109589,0,"+-",304.424657534247
0,263.158904109589,0,"--",371.578082191781
1000,210.52602739726,0,"--",648.887671232877
947.367123287671,210.52602739726,0,"--",607.682191780822
894.73698630137,210.52602739726,0,"--",567.013698630137
842.104109589041,210.52602739726,0,"--",526.969863013699
789.47397260274,210.52602739726,0,"--",487.720547945205
736.841095890411,210.52602739726,0,"--",449.73698630137
684.21095890411,210.52602739726,0,"--",413.679452054795
631.578082191781,210.52602739726,0,"--",380.580821917808
578.947945205479,210.52602739726,0,"--",351.961643835616
526.315068493151,210.52602739726,0,"--",329.383561643836
473.684931506849,210.52602739726,0,"--",312.641095890411
421.052054794521,210.52602739726,0,"--",298.586301369863
368.421917808219,210.52602739726,0,"--",288.98904109589
315.78904109589,210.52602739726,0,"--",283.405479452055
263.158904109589,210.52602739726,0,"--",281.235616438356
210.52602739726,210.52602739726,0,"--",282.309589041096
157.895890410959,210.52602739726,0,"--",286.594520547945
105.26301369863,210.52602739726,0,"--",293.868493150685
52.6328767123288,210.52602739726,0,"+-",303.378082191781
0,210.52602739726,0,"--",371.578082191781
1000,157.895890410959,0,"--",657.904109589041
947.367123287671,157.895890410959,0,"--",616.46301369863
894.73698630137,157.895890410959,0,"--",575.53698630137
842.104109589041,157.895890410959,0,"--",535.205479452055
789.47397260274,157.895890410959,0,"--",495.621917808219
736.841095890411,157.895890410959,0,"--",457.208219178082
684.21095890411,157.895890410959,0,"--",420.547945205479
631.578082191781,157.895890410959,0,"--",386.561643835616
578.947945205479,157.895890410959,0,"--",356.643835616438
526.315068493151,157.895890410959,0,"--",332.38904109589
473.684931506849,157.895890410959,0,"--",314.728767123288
421.052054794521,157.895890410959,0,"--",303.271232876712
368.421917808219,157.895890410959,0,"--",296.72602739726
315.78904109589,157.895890410959,0,"--",292.153424657534
263.158904109589,157.895890410959,0,"--",286.939726027397
210.52602739726,157.895890410959,0,"--",284.967123287671
157.895890410959,157.895890410959,0,"--",286.879452054795
105.26301369863,157.895890410959,0,"--",292.813698630137
52.6328767123288,157.895890410959,0,"--",302.260273972603
0,157.895890410959,0,"--",371.575342465753
1000,105.26301369863,0,"--",666.32602739726
947.367123287671,105.26301369863,0,"--",624.65205479452
894.73698630137,105.26301369863,0,"--",583.476712328767
842.104109589041,105.26301369863,0,"--",542.87397260274
789.47397260274,105.26301369863,0,"--",502.975342465753
736.841095890411,105.26301369863,0,"--",464.169863013699
684.21095890411,105.26301369863,0,"--",426.980821917808
631.578082191781,105.26301369863,0,"--",392.230136986301
578.947945205479,105.26301369863,0,"--",361.208219178082
526.315068493151,105.26301369863,0,"--",335.493150684931
473.684931506849,105.26301369863,0,"--",316.205479452055
421.052054794521,105.26301369863,0,"--",303.232876712329
368.421917808219,105.26301369863,0,"--",295.391780821918
315.78904109589,105.26301369863,0,"--",291.347945205479
263.158904109589,105.26301369863,0,"--",290.18904109589
210.52602739726,105.26301369863,0,"--",291.304109589041
157.895890410959,105.26301369863,0,"--",290.128767123288
105.26301369863,105.26301369863,0,"--",292.698630136986
52.6328767123288,105.26301369863,0,"--",300.994520547945
0,105.26301369863,0,"--",371.575342465753
1000,52.6328767123288,0,"--",674.249315068493
947.367123287671,52.6328767123288,0,"--",632.350684931507
894.73698630137,52.6328767123288,0,"--",590.93698630137
842.104109589041,52.6328767123288,0,"--",550.071232876712
789.47397260274,52.6328767123288,0,"--",509.87397260274
736.841095890411,52.6328767123288,0,"--",470.706849315068
684.21095890411,52.6328767123288,0,"--",433.046575342466
631.578082191781,52.6328767123288,0,"--",397.630136986301
578.947945205479,52.6328767123288,0,"--",365.649315068493
526.315068493151,52.6328767123288,0,"--",338.652054794521
473.684931506849,52.6328767123288,0,"--",317.898630136986
421.052054794521,52.6328767123288,0,"--",303.52602739726
368.421917808219,52.6328767123288,0,"--",294.498630136986
315.78904109589,52.6328767123288,0,"--",289.460273972603
263.158904109589,52.6328767123288,0,"--",287.4
210.52602739726,52.6328767123288,0,"--",287.794520547945
157.895890410959,52.6328767123288,0,"--",290.490410958904
105.26301369863,52.6328767123288,0,"--",295.641095890411
52.6328767123288,52.6328767123288,0,"--",300.249315068493
0,52.6328767123288,0,"--",371.575342465753
1000,0,0,"+-",299.906849315068
947.367123287671,0,0,"+-",299.715068493151
894.73698630137,0,0,"+-",299.591780821918
842.104109589041,0,0,"+-",299.531506849315
789.47397260274,0,0,"+-",299.53698630137
736.841095890411,0,0,"+-",299.61095890411
684.21095890411,0,0,"+-",299.756164383562
631.578082191781,0,0,"+-",299.972602739726
578.947945205479,0,0,"+-",300.27397260274
526.315068493151,0,0,"+-",300.665753424658
473.684931506849,0,0,"+-",301.158904109589
421.052054794521,0,0,"+-",301.761643835616
368.421917808219,0,0,"+-",302.495890410959
315.78904109589,0,0,"+-",303.380821917808
263.158904109589,0,0,"+-",304.446575342466
210.52602739726,0,0,"+-",305.73698630137
157.895890410959,0,0,"+-",307.331506849315
105.26301369863,0,0,"+-",309.383561643836
52.6328767123288,0,0,"+-",312.309589041096
