"pmax","temp","ma","lag"
162425,243455,81395,494.356164383562
121910,243455,81395,513.452054794521
81395,243455,81395,540.750684931507
40880,243455,81395,583.002739726027
365,243455,81395,653.284931506849
365000,202940,81395,143.035616438356
324485,202940,81395,151.934246575342
283970,202940,81395,164.553424657534
243455,202940,81395,184.934246575342
202940,202940,81395,235.090410958904
162425,202940,81395,391.186301369863
121910,202940,81395,412.775342465753
81395,202940,81395,439.446575342466
40880,202940,81395,480.849315068493
365,202940,81395,550.556164383562
365000,162425,81395,128.109589041096
324485,162425,81395,134.616438356164
283970,162425,81395,143.446575342466
243455,162425,81395,156.372602739726
202940,162425,81395,178.342465753425
162425,162425,81395,243.997260273973
121910,162425,81395,318.676712328767
81395,162425,81395,345.660273972603
40880,162425,81395,384.553424657534
365,162425,81395,451.413698630137
365000,121910,81395,113.178082191781
324485,121910,81395,117.454794520548
283970,121910,81395,123.120547945205
243455,121910,81395,131.035616438356
202940,121910,81395,143.019178082192
162425,121910,81395,164.334246575342
121910,121910,81395,237.334246575342
81395,121910,81395,272.819178082192
40880,121910,81395,305.742465753425
365,121910,81395,362.594520547945
365000,81395,81395,101.065753424658
324485,81395,81395,103.482191780822
283970,81395,81395,106.679452054795
243455,81395,81395,111.128767123288
202940,81395,81395,117.794520547945
162425,81395,81395,129.158904109589
121910,81395,81395,157.383561643836
81395,81395,81395,229.065753424658
40880,81395,81395,254.980821917808
365,81395,81395,296.632876712329
365000,40880,81395,103.657534246575
324485,40880,81395,104.849315068493
283970,40880,81395,106.435616438356
243455,40880,81395,108.649315068493
202940,40880,81395,111.969863013699
162425,40880,81395,117.58904109589
121910,40880,81395,129.734246575342
81395,40880,81395,200.852054794521
40880,40880,81395,225.260273972603
365,40880,81395,253.367123287671
365000,365,81395,116.756164383562
324485,365,81395,117.213698630137
283970,365,81395,117.813698630137
243455,365,81395,118.643835616438
202940,365,81395,119.865753424658
162425,365,81395,121.849315068493
121910,365,81395,125.654794520548
81395,365,81395,136.624657534247
40880,365,81395,217.739726027397
365,365,81395,225.841095890411
365000,365000,40880,187.745205479452
324485,365000,40880,209.772602739726
283970,365000,40880,264.805479452055
243455,365000,40880,833.295890410959
202940,365000,40880,849.356164383562
162425,365000,40880,862.556164383562
121910,365000,40880,872.852054794521
81395,365000,40880,887.695890410959
40880,365000,40880,913.887671232877
365,365000,40880,969.134246575342
365000,324485,40880,177.8
324485,324485,40880,195.802739726027
283970,324485,40880,227.646575342466
243455,324485,40880,729.084931506849
202940,324485,40880,745.084931506849
162425,324485,40880,757.87397260274
121910,324485,40880,768.076712328767
81395,324485,40880,782.86301369863
40880,324485,40880,809.01095890411
365,324485,40880,864.252054794521
365000,283970,40880,167.605479452055
324485,283970,40880,182.465753424658
283970,283970,40880,205.378082191781
243455,283970,40880,267.950684931507
202940,283970,40880,640.816438356164
162425,283970,40880,653.295890410959
121910,283970,40880,663.4
81395,283970,40880,678.104109589041
40880,283970,40880,704.180821917808
365,283970,40880,759.41095890411
365000,243455,40880,157.095890410959
324485,243455,40880,169.295890410959
283970,243455,40880,186.704109589041
243455,243455,40880,217.104109589041
202940,243455,40880,534.035616438356
162425,243455,40880,548.980821917808
121910,243455,40880,559.293150684932
81395,243455,40880,573.923287671233
40880,243455,40880,599.887671232877
365,243455,40880,655.057534246575
365000,202940,40880,146.287671232877
324485,202940,40880,156.07397260274
283970,202940,40880,169.394520547945
243455,202940,40880,189.594520547945
202940,202940,40880,231.890410958904
162425,202940,40880,443.043835616438
121910,202940,40880,456.758904109589
81395,202940,40880,471.654794520548
40880,202940,40880,497.424657534247
365,202940,40880,552.312328767123
365000,162425,40880,135.350684931507
324485,162425,40880,142.786301369863
283970,162425,40880,152.654794520548
243455,162425,40880,166.641095890411
202940,162425,40880,188.547945205479
162425,162425,40880,246.983561643836
121910,162425,40880,356.142465753425
81395,162425,40880,374.156164383562
40880,162425,40880,399.638356164384
365,162425,40880,453.093150684932
365000,121910,40880,124.605479452055
324485,121910,40880,129.67397260274
283970,121910,40880,136.224657534247
243455,121910,40880,144.632876712329
202940,121910,40880,156.221917808219
162425,121910,40880,176.216438356164
121910,121910,40880,246.52602739726
81395,121910,40880,290.67397260274
40880,121910,40880,315.953424657534
365,121910,40880,363.934246575342
365000,81395,40880,110.230136986301
324485,81395,40880,112.413698630137
283970,81395,40880,115.271232876712
243455,81395,40880,119.194520547945
202940,81395,40880,124.964383561644
162425,81395,40880,134.52602739726
121910,81395,40880,155.654794520548
81395,81395,40880,233.254794520548
40880,81395,40880,258.8
365,81395,40880,297.213698630137
365000,40880,40880,102.052054794521
